Restaurant_ID,Location,Year,Month,Total_Sales,Total_Expenses,Marketing_Cost,Rent,Staff_Cost,Utilities,Profit,Customer_Count
R012,Dallas,2023,4,63060.88,41414.02,3858.66,12202.65,21916.97,3435.74,21646.86,5091
R059,San Antonio,2024,12,86191.13,48283.67,4176.26,13145.21,24548.88,6413.33,37907.46,5890
R021,Dallas,2023,11,74413.93,46621.64,1265.31,12384.22,30398.41,2573.71,27792.29,2347
R026,Austin,2023,5,97616.35,38756.35,5702.85,9941.49,28299.09,-5187.08,58860.0,5038
R024,Dallas,2022,12,64055.13,47144.53,3783.3,11777.59,27048.18,4535.46,16910.6,892
R022,San Antonio,2024,3,74429.61,29001.83,5484.6,5879.33,12935.04,4702.86,45427.77,2393
R033,San Antonio,2024,7,54277.41,42904.56,4606.75,4020.19,31503.28,2774.33,11372.86,2765
R027,Fort Worth,2024,3,67186.65,43628.64,3396.94,8958.44,28854.01,2419.25,23558.0,3523
R013,Fort Worth,2023,4,116090.8,42279.68,3601.52,8522.93,27713.52,2441.71,73811.12,3168
R037,Austin,2022,7,54022.22,50802.19,8375.1,10735.34,28633.97,3057.78,3220.04,1366
R058,Houston,2024,8,56431.6,88629.85,2691.51,53146.15,28642.22,4149.98,-32198.25,3742
R024,Dallas,2022,4,121633.8,42639.9,4352.98,9757.36,23084.78,5444.77,78993.9,1203
R035,Houston,2022,5,79940.78,56756.5,3912.79,15976.11,34169.48,2698.12,23184.28,5130
R053,Houston,2024,11,90925.69,48792.67,4718.4,13633.06,27889.25,2551.97,42133.02,2840
R002,San Antonio,2022,10,65543.08,106294.92,8562.58,7967.75,86279.28,3485.31,-40751.85,5737
R051,Austin,2022,4,81545.98,43073.97,5991.53,11933.17,21607.53,3541.75,38472.0,2197
R043,Fort Worth,2024,11,76976.0,38924.45,3112.86,8267.88,23445.51,4098.19,38051.55,1798
R009,Fort Worth,2022,7,75427.59,40091.78,7749.75,8062.11,21004.04,3275.88,35335.8,5479
R021,Dallas,2024,9,73591.48,36088.99,3923.9,12393.53,15703.32,4068.24,37502.49,1540
R049,San Antonio,2022,1,58746.64,42603.81,5461.93,10924.66,30355.1,-4137.89,16142.83,1160
R048,Dallas,2024,5,126196.67,37918.87,,9397.94,22976.52,5544.41,88277.8,3112
R026,Austin,2022,4,85321.63,44868.03,5464.97,12704.49,22653.77,4044.8,40453.6,598
R013,Fort Worth,2022,5,77255.76,44644.5,5994.97,8843.85,27102.26,2703.41,32611.27,1864
R028,Houston,2024,10,82323.26,34352.63,4311.87,8876.4,20100.37,1063.99,47970.62,1409
R011,Houston,2024,10,84545.98,46746.58,5895.72,11113.28,25239.81,4497.77,37799.4,5758
R036,Austin,2023,12,34854.0,48852.91,5046.16,11874.71,25967.24,5964.8,-13998.91,1253
R015,San Antonio,2024,7,78586.51,39941.7,2395.52,11044.87,21337.66,5163.65,38644.81,1483
R001,Houston,2024,7,-101349.94,48240.88,8577.19,11700.68,24177.5,3785.51,-149590.83,3734
R037,Austin,2024,3,73214.87,49128.75,4072.1,13632.1,24913.63,6510.91,24086.12,595
R026,Austin,2023,4,73073.67,45233.96,2216.08,15112.31,24424.45,3481.12,27839.71,1567
R007,Fort Worth,2024,12,78997.79,39509.39,4654.11,15135.13,18140.49,1579.66,39488.4,3993
R052,Austin,2022,5,104951.13,51953.0,5340.12,10782.97,32122.9,3707.01,52998.13,3630
R059,San Antonio,2023,2,61157.31,47742.46,3076.56,10924.98,31473.49,2267.43,13414.85,4713
R045,Fort Worth,2022,8,79456.66,45764.22,3266.23,9910.93,27436.09,5150.96,33692.45,3581
R010,Houston,2023,9,60305.41,36924.47,3758.3,9495.57,22639.55,1031.05,23380.94,2127
R016,San Antonio,2023,5,34550.52,46038.27,6519.42,9716.62,27098.05,2704.18,-11487.75,1225
R026,Austin,2024,3,99951.5,44456.74,2646.66,9693.6,29949.75,2166.74,55494.76,4196
R010,Houston,2024,5,109848.91,53778.61,4326.2,11244.1,32459.6,5748.71,56070.3,4435
R003,San Antonio,2023,8,47308.57,49994.87,5154.74,7416.15,32615.62,4808.37,-2686.3,2972
R048,Dallas,2022,6,96121.03,53996.33,3408.56,15239.47,30135.76,5212.54,42124.7,3879
R047,Houston,2022,10,111860.88,39971.89,4446.5,7750.47,23844.49,3930.43,71888.99,5998
R044,San Antonio,2022,6,91974.0,39835.09,2862.96,11036.24,23079.09,2856.8,52138.9,2626
R030,Dallas,2022,1,101393.97,34449.92,2452.52,6289.61,22774.75,2933.04,66944.04,958
R008,Houston,2022,10,31302.91,45487.69,4557.49,9169.56,26537.03,5223.61,-14184.78,4566
R022,San Antonio,2024,8,24541.31,43651.94,6146.95,12184.71,19666.72,5653.56,-19110.63,2107
R018,San Antonio,2023,9,45076.65,39603.02,5677.4,13614.02,21879.51,-1567.91,5473.63,5244
R029,Dallas,2024,3,82886.07,47266.42,4888.53,11470.54,28774.5,2132.85,35619.64,4214
R016,San Antonio,2024,4,55676.98,52188.5,6683.01,11108.86,29022.51,5374.12,3488.48,4482
R017,San Antonio,2023,12,50628.97,38827.68,5406.3,11490.33,20107.72,1823.34,11801.28,2976
R025,Fort Worth,2022,6,81423.16,50291.04,9040.72,10180.3,28249.12,2820.9,31132.12,1538
R038,San Antonio,2024,5,-44572.23,43704.76,1406.28,13816.8,24044.69,4436.99,-88276.99,5765
R041,Dallas,2022,8,61494.19,34150.8,4738.19,6754.52,27315.5,-4657.4,27343.4,1059
R040,Dallas,2022,1,100523.07,43733.09,3176.98,11027.56,26483.74,3044.81,56789.99,2356
R009,Fort Worth,2023,1,49279.99,50032.75,5425.49,5302.98,31488.77,7815.5,-752.76,5610
R053,Houston,2022,3,109832.65,38626.59,4234.94,9281.76,22266.65,2843.24,71206.06,1904
R050,San Antonio,2023,5,-44740.67,33904.0,3452.79,7139.95,18067.66,5243.6,-78644.68,2864
R009,Fort Worth,2024,4,125954.59,59811.36,1229.6,36444.79,16968.11,5168.85,66143.24,2881
R046,Dallas,2024,7,81790.46,52250.66,6322.46,12499.84,27990.78,5437.59,29539.8,5122
R013,Fort Worth,2023,10,88975.5,40547.65,8189.47,8083.42,23888.98,385.79,48427.86,5664
R005,Houston,2024,8,107932.4,45571.38,4162.16,8554.68,33132.6,-278.06,62361.02,4944
R047,Houston,2023,10,69150.24,42591.87,7695.72,12727.7,19940.29,2228.17,26558.36,2340
R027,Fort Worth,2022,8,45609.61,83614.24,4399.35,46123.32,29386.75,3704.83,-38004.64,5757
R053,Houston,2023,4,73853.79,43764.33,2477.18,5527.88,32148.85,3610.42,30089.46,5984
R004,Dallas,2023,4,117599.82,57250.44,1930.64,18388.1,32958.59,3973.11,60349.38,3835
R040,Dallas,2023,8,83991.51,50609.01,3920.7,15222.29,29115.57,2350.45,33382.5,1363
R011,Houston,2024,11,100580.72,40261.71,4838.9,8483.03,22137.07,4802.71,60319.02,3925
R028,Houston,2024,2,60468.19,46065.13,3287.3,8165.1,30593.16,4019.57,14403.06,512
R045,Fort Worth,2023,3,99230.42,37388.83,,9177.09,24362.03,3849.7,61841.59,881
R002,San Antonio,2022,4,94019.61,41777.04,2244.66,7186.52,27575.18,4770.68,52242.57,5516
R013,Fort Worth,2024,7,98150.09,47629.92,3118.71,11049.44,27885.13,5576.64,50520.17,1004
R046,Dallas,2022,7,100889.57,38745.74,3439.87,6655.68,30913.57,-2263.38,62143.83,1643
R019,Houston,2024,7,108142.32,43465.82,2601.73,7048.62,29953.99,3861.49,64676.5,2051
R010,Houston,2022,8,115273.31,49769.36,5111.15,17640.5,23493.72,3523.98,65503.95,3001
R006,Austin,2023,3,88095.0,37978.34,4417.02,5048.53,24747.89,3764.9,50116.67,5099
R058,Houston,2024,7,62498.98,49928.79,5423.14,14413.35,26444.83,3647.48,12570.19,5357
R009,Fort Worth,2024,11,17454.93,41065.88,1933.45,16889.33,22466.95,-223.85,-23610.95,5296
R008,Houston,2023,3,125284.38,49800.63,6247.1,10985.96,29501.14,3066.43,75483.75,861
R047,Houston,2024,2,41029.93,95678.65,7524.49,51884.95,32166.06,4103.14,-54648.72,993
R017,San Antonio,2022,4,73142.87,35675.28,5734.34,6296.22,20000.5,3644.22,37467.59,2381
R053,Houston,2024,5,60479.64,52025.66,9422.81,12716.94,25761.6,4124.31,8453.98,1944
R054,Fort Worth,2023,2,64755.78,47760.82,1771.65,17286.8,24368.17,4334.2,16994.96,4147
R052,Austin,2022,2,104230.08,52907.92,4998.78,13589.88,32580.58,1738.67,51322.16,1049
R058,Houston,2024,4,56311.73,43532.55,5979.26,12772.54,19753.88,5026.86,12779.18,3307
R049,San Antonio,2023,2,62313.37,38510.79,806.4,9445.45,25496.97,2761.97,23802.58,2076
R021,Dallas,2023,10,88448.94,53206.0,5512.44,11450.32,31690.13,4553.11,35242.94,5555
R032,Austin,2022,9,75399.19,42258.75,24.36,9334.66,29846.85,3052.9,33140.44,5156
R018,San Antonio,2024,1,96013.57,37759.87,5246.16,9660.62,18503.92,4349.18,58253.7,1764
R059,San Antonio,2024,1,34844.42,47194.78,2362.67,12558.42,28706.97,3566.73,-12350.36,4413
R023,Austin,2023,9,99796.48,41448.38,3858.72,12557.41,18854.08,6178.18,58348.1,1426
R016,San Antonio,2024,9,92912.93,51453.95,6945.99,8873.52,30911.76,4722.68,41458.98,4248
R050,San Antonio,2024,10,90647.77,59277.93,3828.37,14877.13,37355.5,3216.94,31369.84,5400
R057,Dallas,2024,9,47758.1,35589.82,7507.47,7705.45,16020.09,4356.81,12168.28,1520
R045,Fort Worth,2023,11,56284.39,39546.18,3115.76,12636.2,17278.63,6515.59,16738.21,5774
R054,Fort Worth,2024,3,118370.25,42507.11,879.05,9017.14,28659.82,3951.09,75863.14,1919
R027,Fort Worth,2022,7,43944.59,46718.49,6296.01,15082.29,20570.13,4770.06,-2773.91,4793
R031,Austin,2023,11,86109.76,59192.29,5179.76,13607.05,35377.85,5027.63,26917.47,3258
R044,San Antonio,2023,2,51609.1,105878.26,2438.42,7594.09,91544.72,4301.03,-54269.16,4492
R035,Houston,2024,2,72160.9,44063.46,2027.44,12607.35,25821.56,3607.1,28097.44,4602
R030,Dallas,2024,8,125226.67,47936.8,7001.02,8572.79,29735.07,2627.92,77289.86,4053
R049,San Antonio,2023,6,48681.65,53694.06,1678.55,12573.85,31749.12,7692.54,-5012.41,5023
R036,Austin,2022,12,114932.35,47587.09,7905.83,3444.07,29834.63,6402.56,67345.26,4432
R034,Dallas,2024,9,79150.92,43289.72,7098.43,7956.95,26057.9,2176.44,35861.2,4188
R011,Houston,2022,6,54593.77,39525.41,2688.75,10195.8,21305.99,5334.87,15068.36,4202
R058,Houston,2022,3,83260.48,42132.29,4315.94,8304.14,26556.02,2956.19,41128.19,2735
R047,Houston,2023,9,56672.02,65434.9,6346.95,37036.98,15370.11,6680.86,-8762.87,1639
R055,San Antonio,2023,8,88415.04,42574.3,8158.13,6164.54,25295.69,2955.95,45840.73,1750
R029,Dallas,2024,12,116949.85,47090.43,,11591.11,29940.11,5559.22,69859.42,5099
R017,San Antonio,2022,8,74012.32,37220.03,5266.21,9603.27,17039.28,5311.27,36792.28,3488
R021,Dallas,2022,8,95773.98,49643.97,5657.87,12520.96,26251.48,5213.67,46130.0,5797
R057,Dallas,2024,6,99033.71,43025.6,5106.77,11884.31,21596.12,4438.4,56008.12,3784
R024,Dallas,2022,11,81596.33,46425.07,,13629.85,30511.45,2283.78,35171.26,4826
R025,Fort Worth,2023,11,98039.52,45283.86,4425.46,10512.48,27203.92,3142.0,52755.66,1237
R045,Fort Worth,2022,9,131032.9,37122.73,7704.49,5733.63,20872.09,2812.51,93910.17,1414
R036,Austin,2022,7,-120394.7,41821.75,3874.13,9502.81,23892.98,4551.83,-162216.45,4272
R060,Austin,2024,11,74420.18,49935.45,4190.06,11056.29,32529.65,2159.45,24484.72,1743
R030,Dallas,2024,11,47234.55,50897.83,3895.9,11169.64,30840.56,4991.74,-3663.29,3064
R009,Fort Worth,2024,7,51989.43,40625.55,4780.12,7040.08,22657.09,6148.26,11363.89,4774
R032,Austin,2022,10,81313.16,49465.77,6583.31,6643.7,33835.12,2403.63,31847.39,1874
R041,Dallas,2022,9,66890.09,51276.02,5042.3,7235.29,33425.67,5572.77,15614.07,2572
R022,San Antonio,2022,10,111690.98,75409.73,3487.03,44220.95,24853.49,2848.26,36281.26,5252
R029,Dallas,2024,2,83631.1,39602.56,5676.71,7022.27,25102.09,1801.49,44028.54,5667
R033,San Antonio,2023,12,115615.69,43638.91,4954.88,14070.38,19940.42,4673.23,71976.78,1707
R010,Houston,2023,8,50492.68,40301.59,3967.52,7970.48,22833.7,5529.89,10191.09,1877
R012,Dallas,2022,3,67751.25,48163.55,5937.21,14162.93,25330.48,2732.93,19587.7,4944
R017,San Antonio,2022,9,89190.5,39871.97,5296.18,7356.79,21438.9,5780.1,49318.52,4314
R047,Houston,2024,8,41540.56,39948.62,6145.58,11567.02,20141.33,2094.69,1591.94,954
R009,Fort Worth,2022,5,74083.95,42792.0,7300.58,11212.77,20579.92,3698.72,31291.95,3715
R044,San Antonio,2022,3,58169.13,53104.21,6657.93,9006.76,30818.27,6621.25,5064.92,4889
R004,Dallas,2024,4,93173.44,57309.06,5512.06,12948.07,33327.37,5521.56,35864.38,954
R049,San Antonio,2022,4,98829.75,46038.35,2835.96,8983.99,32332.21,1886.18,52791.4,630
R004,Dallas,2024,10,137572.8,46241.63,4384.43,8023.3,28318.69,5515.21,91331.17,4607
R028,Houston,2024,5,110598.72,103783.6,4604.76,8904.28,83220.76,7053.81,6815.12,767
R001,Houston,2022,3,85827.38,52658.04,5235.99,14387.13,32693.57,341.34,33169.34,2547
R017,San Antonio,2022,1,103201.13,51966.71,6085.66,14408.75,26477.14,4995.17,51234.41,1631
R038,San Antonio,2023,12,91713.5,39129.57,2312.6,12561.98,21471.66,2783.34,52583.93,5376
R010,Houston,2023,4,85208.88,53323.48,1742.22,13817.46,34456.94,3306.86,31885.41,2400
R024,Dallas,2024,11,119335.3,69072.26,6116.27,38730.52,24797.14,-571.67,50263.04,1415
R008,Houston,2023,2,80531.79,50922.09,7956.25,8512.91,28300.05,6152.87,29609.7,2153
R011,Houston,2023,5,71414.72,46446.6,8929.39,7575.42,25771.59,4170.2,24968.12,2596
R027,Fort Worth,2022,5,70821.04,45359.02,4633.33,13761.6,21022.81,5941.28,25462.02,2322
R013,Fort Worth,2022,8,51788.16,41623.39,5718.37,11703.83,21506.98,2694.22,10164.77,5539
R008,Houston,2023,8,91882.14,39536.63,3365.63,3717.64,27945.28,4508.08,52345.51,726
R007,Fort Worth,2024,5,65908.77,38996.36,4178.14,8898.33,21466.22,4453.67,26912.42,1108
R023,Austin,2022,7,68103.62,50106.88,4861.4,11967.91,28451.33,4826.24,17996.73,2336
R021,Dallas,2022,2,66198.55,46445.03,7580.43,6128.95,31058.34,1677.31,19753.52,2065
R023,Austin,2023,4,58020.92,44200.55,6484.92,8087.24,26083.42,3544.97,13820.38,4165
R034,Dallas,2024,5,68225.21,32452.96,3983.18,7356.53,19029.79,2083.46,35772.24,5263
R017,San Antonio,2024,8,87196.65,38305.14,3458.53,8679.11,23891.56,2275.94,48891.51,5016
R012,Dallas,2023,8,86255.01,46755.8,381.63,10471.16,30409.71,5493.3,39499.2,2414
R008,Houston,2023,10,73602.97,54144.85,3871.5,10553.65,32710.55,7009.14,19458.12,3447
R028,Houston,2024,6,91724.45,52524.05,5331.22,17815.91,26149.51,3227.42,39200.4,5971
R007,Fort Worth,2024,11,55147.34,46570.85,4938.12,4119.53,35302.79,2210.41,8576.49,5219
R012,Dallas,2023,6,89577.51,40802.25,5266.51,4752.34,28876.4,1907.0,48775.25,3273
R041,Dallas,2023,8,76889.23,44541.53,3605.27,13414.45,22355.42,5166.39,32347.7,927
R058,Houston,2023,9,-46452.19,46362.24,5089.09,10246.22,27415.28,3611.66,-92814.43,5717
R009,Fort Worth,2023,11,92847.7,38904.91,5359.16,11051.89,27445.94,-4952.08,53942.79,2757
R058,Houston,2024,9,83234.56,37369.98,4334.96,8960.94,19505.77,4568.31,45864.59,2107
R047,Houston,2022,11,63289.13,42529.42,2209.28,11923.88,25006.67,3389.59,20759.7,4880
R012,Dallas,2024,6,46183.24,48629.77,4775.51,12108.86,26323.22,5422.18,-2446.53,1387
R060,Austin,2022,1,94755.68,47217.41,5691.52,10069.47,29198.0,2258.42,47538.27,1772
R054,Fort Worth,2024,9,-66784.75,60694.28,8804.57,16182.07,31815.24,3892.41,-127479.03,3216
R054,Fort Worth,2022,1,59863.46,48357.39,7980.25,8420.58,26996.43,4960.13,11506.07,4221
R045,Fort Worth,2022,5,110554.24,32585.02,3842.7,6918.48,26748.11,-4924.26,77969.22,3843
R031,Austin,2024,4,92879.75,44137.44,3453.94,7387.82,28622.96,4672.73,48742.3,543
R034,Dallas,2023,11,116556.37,55931.98,4419.09,13217.63,32143.8,6151.46,60624.38,5804
R033,San Antonio,2022,10,14546.67,42168.66,4018.86,9550.3,21855.51,6743.99,-27621.99,942
R015,San Antonio,2023,11,128566.7,41829.78,4031.89,3817.9,27895.04,6084.95,86736.93,1878
R022,San Antonio,2024,7,85011.49,35729.93,6217.81,10786.2,15252.19,3473.73,49281.56,1505
R052,Austin,2024,3,68731.49,114765.65,996.59,8046.14,100796.79,4926.14,-46034.16,1043
R006,Austin,2022,3,95802.9,46314.59,3042.47,11055.67,25663.9,6552.54,49488.31,2770
R005,Houston,2024,3,98797.57,46690.29,6953.8,7913.74,24792.15,7030.6,52107.28,5543
R027,Fort Worth,2022,6,73699.03,45635.18,5615.66,16204.68,18010.97,5803.86,28063.85,2675
R058,Houston,2024,1,65341.48,44313.12,3368.85,14958.06,21225.29,4760.93,21028.36,4013
R006,Austin,2022,8,106359.09,45136.37,2936.85,8412.11,28093.43,5693.99,61222.72,806
R018,San Antonio,2022,8,50708.64,43821.36,5096.56,8711.18,26001.2,4012.42,6887.29,2556
R054,Fort Worth,2024,5,23787.59,39772.63,2749.81,8257.78,24982.6,3782.45,-15985.04,1362
R005,Houston,2023,3,59191.11,46755.21,5942.83,8343.33,28164.66,4304.38,12435.91,2876
R025,Fort Worth,2022,4,66763.33,42529.35,3916.63,11022.6,23259.09,4331.03,24233.98,4481
R008,Houston,2023,9,89847.8,36568.18,3249.95,8751.42,19096.09,5470.73,53279.61,3792
R018,San Antonio,2022,3,91104.96,55116.79,7202.65,11399.64,31731.13,4783.38,35988.17,4481
R051,Austin,2023,6,126360.84,34035.88,1651.6,8501.52,20622.78,3259.99,92324.95,2618
R043,Fort Worth,2023,9,127817.2,51712.95,2350.31,15951.11,28785.88,4625.64,76104.26,936
R032,Austin,2023,7,73964.24,83395.06,7933.57,46066.69,27181.18,2213.63,-9430.83,1215
R011,Houston,2022,12,59900.57,46701.16,3764.7,9051.78,28078.86,5805.83,13199.41,3357
R007,Fort Worth,2022,7,39544.73,44048.29,5750.14,13209.55,20435.26,4653.33,-4503.56,645
R017,San Antonio,2023,6,98258.18,43945.17,9172.09,6955.72,23192.69,4624.67,54313.0,2535
R028,Houston,2023,5,14521.19,34400.1,2418.95,11859.07,14345.81,5776.27,-19878.91,1060
R022,San Antonio,2022,4,119852.05,37682.64,6074.32,5287.22,21755.74,4565.36,82169.41,5798
R059,San Antonio,2023,3,88196.84,27906.57,-2514.87,11510.3,17712.71,1198.42,60290.27,4355
R004,Dallas,2024,5,109654.45,43466.25,5514.28,14211.69,22522.46,1217.82,66188.2,1886
R015,San Antonio,2023,3,27897.18,47955.43,8449.39,9137.66,26436.64,3931.73,-20058.25,1788
R058,Houston,2022,12,35459.94,50397.49,1374.54,6902.4,37206.28,4914.26,-14937.55,5243
R010,Houston,2022,11,106198.55,41950.06,4329.21,7784.11,24159.72,5677.02,64248.49,5649
R027,Fort Worth,2023,5,94958.25,68692.65,1550.17,31756.76,31963.27,3422.44,26265.61,4132
R038,San Antonio,2024,9,112844.55,37998.14,4969.06,7396.07,23932.03,1700.97,74846.42,1442
R035,Houston,2022,12,106302.67,44075.07,6981.92,9093.91,21664.79,6334.45,62227.6,4235
R053,Houston,2024,6,87241.34,35854.75,5749.61,3818.3,21941.36,4345.47,51386.59,5358
R020,Houston,2024,3,56304.63,41813.58,6210.92,10212.67,20519.84,4870.15,14491.05,4340
R001,Houston,2023,4,104029.34,40949.4,6807.06,10057.0,22327.92,1757.42,63079.94,3742
R040,Dallas,2024,1,99002.7,35668.16,4400.59,11575.92,16268.14,3423.51,63334.54,845
R031,Austin,2023,3,53198.55,54556.16,7604.68,12216.47,31401.66,3333.35,-1357.61,2886
R022,San Antonio,2024,9,112179.19,40933.93,2579.69,11287.4,21416.46,5650.39,71245.26,2702
R055,San Antonio,2024,8,84278.02,29378.14,315.04,10899.02,22969.85,-4805.77,54899.88,2737
R016,San Antonio,2024,7,89657.7,41598.04,4224.2,4671.99,29637.04,3064.8,48059.66,2409
R019,Houston,2022,7,53841.13,43758.5,5058.21,12969.58,21924.06,3806.65,10082.63,1707
R048,Dallas,2024,4,92645.26,58101.57,6804.44,13743.45,34535.98,3017.7,34543.69,681
R058,Houston,2024,10,90622.13,38704.19,3147.71,7032.87,26376.02,2147.59,51917.94,4082
R013,Fort Worth,2024,10,68567.46,138638.5,3205.91,7980.86,124334.08,3117.65,-70071.04,3298
R029,Dallas,2024,10,86838.22,51405.61,5914.65,16294.66,24309.59,4886.7,35432.61,2345
R006,Austin,2023,8,-93016.61,52141.71,4356.73,16230.24,26909.68,4645.06,-145158.32,2703
R036,Austin,2024,9,64039.69,44959.67,7122.17,7902.09,27073.13,2862.28,19080.02,4148
R044,San Antonio,2024,5,86438.93,52399.1,8265.55,6519.75,35932.71,1681.08,34039.83,1668
R035,Houston,2024,7,68007.33,186870.46,,9438.9,173867.78,3563.78,-118863.13,2255
R033,San Antonio,2024,6,89225.79,83130.68,4720.4,41458.95,33312.78,3638.56,6095.11,5561
R037,Austin,2024,4,80871.56,48833.62,4922.55,14769.63,23729.9,5411.53,32037.94,5175
R052,Austin,2022,1,116368.74,52589.27,8761.52,11640.67,27990.51,4196.57,63779.46,3196
R043,Fort Worth,2023,2,89855.71,39255.87,4526.93,6065.35,25940.37,2723.23,50599.84,4442
R043,Fort Worth,2024,7,89756.96,38856.25,3531.78,8624.84,25030.11,1669.53,50900.71,3976
R017,San Antonio,2023,4,99657.31,52860.59,3166.14,10979.87,33660.25,5054.32,46796.73,2144
R028,Houston,2023,11,74322.35,48722.18,4716.48,10406.69,28642.59,4956.41,25600.17,4644
R049,San Antonio,2024,10,50975.73,41893.39,2629.36,9973.54,23358.7,5931.79,9082.34,4914
R055,San Antonio,2024,5,61297.73,78157.13,5583.32,43472.07,24148.88,4952.87,-16859.41,3213
R044,San Antonio,2023,1,117885.35,39029.23,7292.97,6663.02,19161.21,5912.03,78856.11,5014
R026,Austin,2023,3,61613.78,49413.7,4946.79,13613.78,25912.69,4940.43,12200.08,3689
R030,Dallas,2022,12,56825.14,52205.82,5214.12,10480.4,32976.41,3534.89,4619.32,2964
R002,San Antonio,2022,8,92967.36,53806.94,5091.14,8045.2,35719.72,4950.88,39160.42,4864
R044,San Antonio,2024,3,89777.01,42717.54,7893.26,11418.25,26089.86,-2683.82,47059.47,1564
R008,Houston,2023,11,79500.61,53809.1,3666.96,14818.36,32812.3,2511.49,25691.51,1163
R036,Austin,2024,2,37868.91,43192.02,5821.98,11581.86,25506.14,282.04,-5323.11,5082
R003,San Antonio,2024,6,76386.9,49926.69,5173.18,9532.97,30838.91,4381.63,26460.21,4350
R031,Austin,2024,10,67757.62,131848.83,5783.35,7599.22,113603.88,4862.38,-64091.21,4521
R028,Houston,2024,3,74508.87,52487.41,3710.65,10993.66,33090.96,4692.14,22021.47,1120
R059,San Antonio,2024,5,99307.55,39838.7,5317.65,7983.16,24177.21,2360.68,59468.86,4906
R003,San Antonio,2024,12,92815.12,44346.76,6931.84,10246.16,22563.02,4605.73,48468.36,1620
R027,Fort Worth,2022,4,123483.08,38005.65,3851.24,11004.51,22970.0,179.9,85477.43,1629
R014,Dallas,2024,6,87883.55,38141.75,4588.28,7760.26,24116.13,1677.07,49741.8,3275
R052,Austin,2022,10,53085.46,39969.12,8243.75,8440.5,18337.75,4947.13,13116.33,5876
R042,Fort Worth,2024,7,24129.44,37598.54,6815.7,6735.07,20839.58,3208.19,-13469.1,1109
R029,Dallas,2023,10,86680.8,35739.95,4938.56,7942.86,18655.04,4203.48,50940.85,5111
R039,Houston,2022,12,69555.42,41920.21,3110.23,15595.36,19555.65,3658.97,27635.22,2961
R032,Austin,2023,5,80911.8,51380.02,6822.05,12431.73,29503.54,2622.69,29531.78,2768
R050,San Antonio,2022,10,109006.46,36710.83,2962.39,7555.94,22723.29,3469.21,72295.63,3903
R043,Fort Worth,2022,7,97033.85,50818.06,4373.81,17606.13,24584.74,4253.38,46215.79,3597
R055,San Antonio,2024,1,17690.26,37761.85,6319.7,6649.18,19761.13,5031.85,-20071.6,1770
R024,Dallas,2023,1,30573.23,46967.39,7168.27,10688.65,24761.49,4348.99,-16394.17,1900
R024,Dallas,2023,10,76791.28,46006.94,7368.51,8230.07,28305.51,2102.85,30784.35,4809
R020,Houston,2024,5,84614.11,45962.39,6778.34,7497.06,27917.21,3769.77,38651.72,3442
R003,San Antonio,2022,1,32182.34,52404.56,5724.95,11714.04,29852.62,5112.94,-20222.22,509
R014,Dallas,2024,9,94875.74,36965.51,3885.15,8761.01,20366.51,3952.84,57910.23,4606
R045,Fort Worth,2024,5,59649.07,162057.33,4353.46,5982.21,147328.41,4393.24,-102408.26,1487
R059,San Antonio,2024,4,57793.74,41187.96,3206.24,9787.81,25327.42,2866.48,16605.78,3077
R024,Dallas,2024,10,73806.19,40335.89,,13472.66,24855.99,2007.25,33470.3,3315
R014,Dallas,2023,2,72448.86,43085.9,6341.48,9123.22,22654.25,4966.94,29362.96,1705
R043,Fort Worth,2024,2,64411.02,39983.4,7937.02,7382.55,19778.8,4885.03,24427.62,3693
R015,San Antonio,2022,3,111172.29,42342.0,4875.99,12854.35,23167.46,1444.19,68830.3,4279
R026,Austin,2024,2,114663.5,49019.26,3851.8,11609.24,30169.41,3388.81,65644.25,3868
R045,Fort Worth,2022,3,99399.44,31480.11,6028.95,6648.97,14179.32,4622.87,67919.33,3115
R035,Houston,2023,7,86700.8,41685.75,1634.83,8337.8,24942.83,6770.3,45015.05,1357
R030,Dallas,2023,2,88032.29,49594.71,4796.35,12900.43,24841.14,7056.79,38437.58,3088
R054,Fort Worth,2022,7,73377.21,35878.15,2158.77,9661.29,23733.15,324.95,37499.05,4079
R043,Fort Worth,2024,10,82813.83,34736.47,6856.03,10625.48,13227.59,4027.38,48077.36,888
R026,Austin,2022,7,128961.86,45438.48,1362.89,9437.02,30811.54,3827.02,83523.38,3182
R047,Houston,2023,7,28807.48,42348.96,7154.35,12534.87,18574.4,4085.34,-13541.47,2487
R031,Austin,2024,2,113566.75,30899.68,-664.64,13478.79,14304.43,3781.09,82667.08,5705
R009,Fort Worth,2023,12,107742.5,36810.55,6718.51,11038.53,17195.55,1857.95,70931.95,641
R031,Austin,2022,7,78868.13,164547.22,2911.21,13162.11,142514.09,5959.81,-85679.09,2228
R012,Dallas,2022,10,46862.25,31788.84,6773.77,8737.71,11978.93,4298.42,15073.41,3854
R048,Dallas,2023,6,78649.83,47820.9,5757.77,9500.66,30530.86,2031.61,30828.94,1434
R057,Dallas,2022,10,103048.79,36910.06,,8544.93,22804.96,5560.17,66138.73,1668
R034,Dallas,2024,10,78946.79,51178.6,6648.21,9507.55,31009.66,4013.18,27768.19,3111
R046,Dallas,2024,12,55664.62,43732.6,1479.59,11952.22,32381.87,-2081.08,11932.01,1613
